CM_Id,BankName,Type,CharterType,Headquarters,FailureDate,InsuranceFund,TransactionType,TotalDeposits,TotalAssets
CM-3262,the park avenue bank,COMMERCIAL BANK,STATE,"NEW YORK, NY",3/12/2010,DIF,ACQUISITION,494505,520146
CM-3263,state bank of aurora,COMMERCIAL BANK,STATE,"AURORA, MN",3/19/2010,DIF,ACQUISITION,27801,28159
CM-3264,bank of hiawassee,COMMERCIAL BANK,STATE,"HIAWASSEE, GA",3/19/2010,DIF,ACQUISITION,339597,377779
CM-3265,american national bank,COMMERCIAL BANK,FEDERAL,"PARMA, OH",3/19/2010,DIF,ACQUISITION,66752,70318
CM-3266,first lowndes bank,COMMERCIAL BANK,STATE,"FORT DEPOSIT, AL",3/19/2010,DIF,ACQUISITION,131117,137175
CM-3267,appalachian community bank,COMMERCIAL BANK,STATE,"ELLIJAY, GA",3/19/2010,DIF,ACQUISITION,917575,1010075
CM-3268,advanta bank corp.,COMMERCIAL BANK,STATE,"DRAPER, UT",3/19/2010,DIF,PAYOUT,1519471,1525931
CM-3269,century security bank,COMMERCIAL BANK,STATE,"DULUTH, GA",3/19/2010,DIF,ACQUISITION,93967,96535
CM-3270,key west bank,SAVINGS BANK,STATE,"KEY WEST, FL",3/26/2010,DIF,ACQUISITION,67662,88031
CM-3271,unity national bank,COMMERCIAL BANK,FEDERAL,"CARTERSVILLE, GA",3/26/2010,DIF,ACQUISITION,264286,300590
CM-3272,mcintosh commercial bank,COMMERCIAL BANK,STATE,"CARROLLTON, GA",3/26/2010,DIF,ACQUISITION,343339,363405
CM-3273,desert hills bank,COMMERCIAL BANK,STATE,"PHOENIX, AZ",3/26/2010,DIF,ACQUISITION,426473,496552
CM-3274,beach first national bank,COMMERCIAL BANK,FEDERAL,"MYRTLE BEACH, SC",4/9/2010,DIF,ACQUISITION,516026,590024
CM-3275,first federal bank of north florida,SAVINGS BANK,STATE,"PALATKA, FL",4/16/2010,DIF,ACQUISITION,324198,440122
CM-3276,butler bank,SAVINGS BANK,STATE,"LOWELL, MA",4/16/2010,DIF,ACQUISITION,233222,245534
CM-3277,city bank,COMMERCIAL BANK,STATE,"LYNNWOOD, WA",4/16/2010,DIF,ACQUISITION,1020494,981913
CM-3278,riverside national bank of florida,COMMERCIAL BANK,FEDERAL,"FORT PIERCE, FL",4/16/2010,DIF,ACQUISITION,2724623,3393818
CM-3279,innovative bank,COMMERCIAL BANK,STATE,"OAKLAND, CA",4/16/2010,DIF,ACQUISITION,225241,266816
CM-3280,americanfirst bank,COMMERCIAL BANK,STATE,"CLERMONT, FL",4/16/2010,DIF,ACQUISITION,81887,104034
CM-3281,tamalpais bank,COMMERCIAL BANK,STATE,"SAN RAFAEL, CA",4/16/2010,DIF,ACQUISITION,487582,611504
CM-3282,lakeside community bank,COMMERCIAL BANK,STATE,"STERLING HEIGHTS, MI",4/16/2010,DIF,PAYOUT,52290,49173
CM-3283,peotone bank and trust company,COMMERCIAL BANK,STATE,"PEOTONE, IL",4/23/2010,DIF,ACQUISITION,124676,130165
CM-3284,wheatland bank,COMMERCIAL BANK,STATE,"NAPERVILLE, IL",4/23/2010,DIF,ACQUISITION,438502,441694
CM-3285,broadway bank,COMMERCIAL BANK,STATE,"CHICAGO, IL",4/23/2010,DIF,ACQUISITION,1113959,1059194
CM-3286,new century bank,COMMERCIAL BANK,STATE,"CHICAGO, IL",4/23/2010,DIF,ACQUISITION,492046,447239
CM-3287,lincoln park savings bank,SAVINGS BANK,STATE,"CHICAGO, IL",4/23/2010,DIF,ACQUISITION,162627,194618
CM-3288,"amcore bank, NATIONAL ASSOCIATION",COMMERCIAL BANK,FEDERAL,"ROCKFORD, IL",4/23/2010,DIF,ACQUISITION,3421194,
CM-3289,citizens bank & trust company of chicago,COMMERCIAL BANK,STATE,"CHICAGO, IL",4/23/2010,DIF,ACQUISITION,74519,73490
CM-3290,cf bancorp,SAVINGS BANK,STATE,"PORT HURON, MI",4/30/2010,DIF,ACQUISITION,1418445,1599122
CM-3291,frontier bank,COMMERCIAL BANK,STATE,"EVERETT, WA",4/30/2010,DIF,ACQUISITION,2846886,3250734
CM-3292,bc national banks,COMMERCIAL BANK,FEDERAL,"BUTLER, MO",4/30/2010,DIF,ACQUISITION,43635,52204
CM-3293,champion bank,COMMERCIAL BANK,STATE,"CREVE COEUR, MO",4/30/2010,DIF,ACQUISITION,153763,195510
CM-3294,access bank,COMMERCIAL BANK,STATE,"CHAMPLIN, MN",5/7/2010,DIF,ACQUISITION,31969,31996
CM-3295,the bank of bonifay,COMMERCIAL BANK,STATE,"BONIFAY, FL",5/7/2010,DIF,ACQUISITION,230190,242871
CM-3296,1st pacific bank of california,COMMERCIAL BANK,STATE,"SAN DIEGO, CA",5/7/2010,DIF,ACQUISITION,291173,335798
CM-3297,towne bank of arizona,COMMERCIAL BANK,STATE,"MESA, AZ",5/7/2010,DIF,ACQUISITION,113243,120246
CM-3298,midwest bank and trust company,COMMERCIAL BANK,STATE,"ELMWOOD PARK, IL",5/14/2010,DIF,ACQUISITION,2420738,3172915
CM-3299,new liberty bank,COMMERCIAL BANK,STATE,"PLYMOUTH, MI",5/14/2010,DIF,ACQUISITION,101884,111239
CM-3300,southwest community bank,COMMERCIAL BANK,STATE,"SPRINGFIELD, MO",5/14/2010,DIF,ACQUISITION,102463,100659
CM-3301,satilla community bank,COMMERCIAL BANK,STATE,"SAINT MARYS, GA",5/14/2010,DIF,ACQUISITION,134005,135688
CM-3302,pinehurst bank,COMMERCIAL BANK,STATE,"ST. PAUL, MN",5/21/2010,DIF,ACQUISITION,58288,61215
CM-3303,bank of florida - southwest,COMMERCIAL BANK,STATE,"NAPLES, FL",5/28/2010,DIF,ACQUISITION,559897,640894
CM-3304,sun west bank,COMMERCIAL BANK,STATE,"LAS VEGAS, NV",5/28/2010,DIF,ACQUISITION,353943,360662
CM-3305,bank of florida - southeast,COMMERCIAL BANK,STATE,"FORT LAUDERDALE, FL",5/28/2010,DIF,ACQUISITION,531752,595318
CM-3306,bank of florida - tampa bay,COMMERCIAL BANK,STATE,"TAMPA BAY, FL",5/28/2010,DIF,ACQUISITION,224024,240513
CM-3307,"granite community bank, NATIONAL ASSOCIATION",COMMERCIAL BANK,FEDERAL,"GRANITE BAY, CA",5/28/2010,DIF,ACQUISITION,94252,
CM-3308,tierone bank,SAVINGS BANK,STATE,"LINCOLN, NE",6/4/2010,DIF,ACQUISITION,2185817,2824737
CM-3309,first national bank,COMMERCIAL BANK,FEDERAL,"ROSEDALE, MS",6/4/2010,DIF,ACQUISITION,63483,60449
CM-3310,arcola homestead savings bank,SAVINGS BANK,STATE,"ARCOLA, IL",6/4/2010,DIF,PAYOUT,18092,17028
CM-3311,washington first international bank,COMMERCIAL BANK,STATE,"SEATTLE, WA",6/11/2010,DIF,ACQUISITION,441362,520887
CM-3312,nevada security bank,COMMERCIAL BANK,STATE,"RENO, NV",6/18/2010,DIF,ACQUISITION,479759,492491
CM-3313,peninsula bank,COMMERCIAL BANK,STATE,"ENGLEWOOD, FL",6/25/2010,DIF,ACQUISITION,580140,630179
CM-3314,first national bank,COMMERCIAL BANK,FEDERAL,"SAVANNAH, GA",6/25/2010,DIF,ACQUISITION,231857,252520
CM-3315,high desert state bank,COMMERCIAL BANK,STATE,"ALBUQUERQUE, NM",6/25/2010,DIF,ACQUISITION,80985,80343
CM-3316,home national bank,COMMERCIAL BANK,FEDERAL,"BLACKWELL, OK",7/9/2010,DIF,ACQUISITION,514038,585445
CM-3317,usa bank,COMMERCIAL BANK,STATE,"PORT CHESTER, NY",7/9/2010,DIF,ACQUISITION,188644,190678
CM-3318,bay national bank,COMMERCIAL BANK,FEDERAL,"BALTIMORE, MD",7/9/2010,DIF,ACQUISITION,212612,217743
CM-3319,ideal federal savings bank,SAVINGS BANK,STATE,"BALTIMORE, MD",7/9/2010,DIF,PAYOUT,5803,6177
CM-3320,first national bank of the south,COMMERCIAL BANK,FEDERAL,"SPARTANBURG, SC",7/16/2010,DIF,ACQUISITION,550891,619374
CM-3321,woodlands bank,SAVINGS BANK,STATE,"BLUFFTON, SC",7/16/2010,DIF,ACQUISITION,364808,382803
CM-3322,olde cypress community bank,SAVINGS BANK,STATE,"CLEWISTON, FL",7/16/2010,DIF,ACQUISITION,157997,161355
CM-3323,metro bank of dade county,COMMERCIAL BANK,STATE,"MIAMI, FL",7/16/2010,DIF,ACQUISITION,375522,399441
CM-3324,"mainstreet savings bank, FSB",SAVINGS BANK,STATE,"HASTINGS, MI",7/16/2010,DIF,ACQUISITION,63291,
CM-3325,turnberry bank,SAVINGS BANK,STATE,"AVENTURA, FL",7/16/2010,DIF,ACQUISITION,179169,240250
CM-3326,southwestusa bank,COMMERCIAL BANK,STATE,"LAS VEGAS, NV",7/23/2010,DIF,ACQUISITION,183985,203690
CM-3327,community security bank,COMMERCIAL BANK,STATE,"NEW PRAGUE, MN",7/23/2010,DIF,ACQUISITION,95100,100649
CM-3328,sterling bank,COMMERCIAL BANK,STATE,"LANTANA, FL",7/23/2010,DIF,ACQUISITION,329541,354966
CM-3329,crescent bank and trust company,COMMERCIAL BANK,STATE,"JASPER, GA",7/23/2010,DIF,ACQUISITION,932809,970235
CM-3330,thunder bank,COMMERCIAL BANK,STATE,"SYLVAN GROVE, KS",7/23/2010,DIF,ACQUISITION,27048,28248
CM-3331,home valley bank,COMMERCIAL BANK,STATE,"CAVE JUNCTION, OR",7/23/2010,DIF,ACQUISITION,227935,250488
CM-3332,williamsburg first national bank,COMMERCIAL BANK,FEDERAL,"KINGSTREE, SC",7/23/2010,DIF,ACQUISITION,126993,130411
CM-3333,libertybank,COMMERCIAL BANK,STATE,"EUGENE, OR",7/30/2010,DIF,ACQUISITION,692670,714574
CM-3334,bayside savings bank,SAVINGS BANK,STATE,"PORT SAINT JOE, FL",7/30/2010,DIF,ACQUISITION,52720,64344
CM-3335,the cowlitz bank,COMMERCIAL BANK,STATE,"LONGVIEW, WA",7/30/2010,DIF,ACQUISITION,474742,489019
CM-3336,coastal community bank,COMMERCIAL BANK,STATE,"PANAMA CITY BEACH, FL",7/30/2010,DIF,ACQUISITION,370016,377469
CM-3337,northwest bank & trust,COMMERCIAL BANK,STATE,"ACWORTH, GA",7/30/2010,DIF,ACQUISITION,155531,160763
CM-3338,ravenswood bank,COMMERCIAL BANK,STATE,"CHICAGO, IL",8/6/2010,DIF,ACQUISITION,269448,264628
CM-3339,palos bank and trust company,COMMERCIAL BANK,STATE,"PALOS HEIGHTS, IL",8/13/2010,DIF,ACQUISITION,467784,493391
CM-3340,sonoma valley bank,COMMERCIAL BANK,STATE,"SONOMA, CA",8/20/2010,DIF,ACQUISITION,255501,337113
CM-3341,pacific state bank,COMMERCIAL BANK,STATE,"STOCKTON, CA",8/20/2010,DIF,ACQUISITION,278832,312077
CM-3342,community national bank at bartow,COMMERCIAL BANK,FEDERAL,"BARTOW, FL",8/20/2010,DIF,ACQUISITION,63708,67918
CM-3343,shorebank,COMMERCIAL BANK,STATE,"CHICAGO, IL",8/20/2010,DIF,ACQUISITION,1547403,2166431
CM-3344,imperial savings and loan association,SAVINGS BANK,STATE,"MARTINSVILLE, VA",8/20/2010,DIF,ACQUISITION,10090,9448
CM-3345,los padres bank,SAVINGS BANK,STATE,"SOLVANG, CA",8/20/2010,DIF,ACQUISITION,770899,866459
CM-3346,butte community bank,COMMERCIAL BANK,STATE,"CHICO, CA",8/20/2010,DIF,ACQUISITION,471256,498751
CM-3347,independent national bank,COMMERCIAL BANK,FEDERAL,"OCALA, FL",8/20/2010,DIF,ACQUISITION,141877,156218
CM-3348,horizon bank,COMMERCIAL BANK,STATE,"BRADENTON, FL",9/10/2010,DIF,ACQUISITION,164594,187819
CM-3349,the bank of ellijay,COMMERCIAL BANK,STATE,"ELLIJAY, GA",9/17/2010,DIF,ACQUISITION,160718,168820
CM-3350,first commerce community bank,COMMERCIAL BANK,STATE,"DOUGLASVILLE, GA",9/17/2010,DIF,ACQUISITION,242831,248151
CM-3351,isn bank,COMMERCIAL BANK,STATE,"CHERRY HILL, NJ",9/17/2010,DIF,ACQUISITION,79652,81564
CM-3352,the peoples bank,COMMERCIAL BANK,STATE,"WINDER, GA",9/17/2010,DIF,ACQUISITION,398181,447185
CM-3353,bramble savings bank,SAVINGS BANK,STATE,"MILFORD, OH",9/17/2010,DIF,ACQUISITION,41551,47523
CM-3354,maritime savings bank,SAVINGS BANK,STATE,"WEST ALLIS, WI",9/17/2010,DIF,ACQUISITION,248134,350488
CM-3355,haven trust bank florida,COMMERCIAL BANK,STATE,"PONTE VEDRA BEACH, FL",9/24/2010,DIF,ACQUISITION,133561,148575
CM-3356,north county bank,COMMERCIAL BANK,STATE,"ARLINGTON, WA",9/24/2010,DIF,ACQUISITION,276081,288776
CM-3357,wakulla bank,COMMERCIAL BANK,STATE,"CRAWFORDVILLE, FL",10/1/2010,DIF,ACQUISITION,367228,402205
CM-3358,shoreline bank,COMMERCIAL BANK,STATE,"SHORELINE, WA",10/1/2010,DIF,ACQUISITION,90644,92980
CM-3359,westbridge bank and trust company,COMMERCIAL BANK,STATE,"CHESTERFIELD, MO",10/15/2010,DIF,ACQUISITION,70131,87782
CM-3360,"security savings bank, F.S.B.",SAVINGS ASSOCIATION,FEDERAL/STATE,"OLATHE, KS",10/15/2010,DIF,ACQUISITION,347080,
CM-3361,premier bank,COMMERCIAL BANK,STATE,"JEFFERSON CITY, MO",10/15/2010,DIF,ACQUISITION,869367,989382
CM-3362,progress bank of florida,COMMERCIAL BANK,STATE,"TAMPA, FL",10/22/2010,DIF,ACQUISITION,86861,94823
CM-3363,"first arizona savings, A FSB",SAVINGS ASSOCIATION,FEDERAL/STATE,"SCOTTSDALE, AZ",10/22/2010,DIF,PAYOUT,190615,
CM-3364,hillcrest bank,COMMERCIAL BANK,STATE,"OVERLAND PARK, KS",10/22/2010,DIF,ACQUISITION,1488785,1583611
CM-3365,first suburban national bank,COMMERCIAL BANK,FEDERAL,"MAYWOOD, IL",10/22/2010,DIF,ACQUISITION,135475,143451
CM-3366,the first national bank of barnesville,COMMERCIAL BANK,FEDERAL,"BARNESVILLE, GA",10/22/2010,DIF,ACQUISITION,122880,126622
CM-3367,the gordon bank,COMMERCIAL BANK,STATE,"GORDON, GA",10/22/2010,DIF,ACQUISITION,26867,29259
CM-3368,first bank of jacksonville,COMMERCIAL BANK,STATE,"JACKSONVILLE, FL",10/22/2010,DIF,ACQUISITION,72198,73922
CM-3369,first vietnamese american bank,COMMERCIAL BANK,STATE,"WESTMINSTER, CA",11/5/2010,DIF,ACQUISITION,47012,48000
CM-3370,western commercial bank,COMMERCIAL BANK,STATE,"WOODLAND HILLS, CA",11/5/2010,DIF,ACQUISITION,101127,98635
CM-3371,k bank,COMMERCIAL BANK,STATE,"RANDALLSTOWN, MD",11/5/2010,DIF,ACQUISITION,500056,538258
CM-3372,pierce commercial bank,COMMERCIAL BANK,STATE,"TACOMA, WA",11/5/2010,DIF,ACQUISITION,193473,221082
CM-3373,tifton banking company,COMMERCIAL BANK,STATE,"TIFTON, GA",11/12/2010,DIF,ACQUISITION,141573,143729
CM-3374,copper star bank,COMMERCIAL BANK,STATE,"SCOTTSDALE, AZ",11/12/2010,DIF,ACQUISITION,190182,203955
CM-3375,darby bank & trust company,COMMERCIAL BANK,STATE,"VIDALIA, GA",11/12/2010,DIF,ACQUISITION,587626,654714
CM-3376,first banking center,COMMERCIAL BANK,STATE,"BURLINGTON, WI",11/19/2010,DIF,ACQUISITION,664752,750724
CM-3377,gulf state community bank,COMMERCIAL BANK,STATE,"CARRABELLE, FL",11/19/2010,DIF,ACQUISITION,112193,112144
CM-3378,allegiance bank of north america,COMMERCIAL BANK,STATE,"BALA CYNWYD, PA",11/19/2010,DIF,ACQUISITION,91996,106595
CM-3379,paramount bank,COMMERCIAL BANK,STATE,"FARMINGTON HILLS, MI",12/10/2010,DIF,ACQUISITION,213550,252744
CM-3380,earthstar bank,COMMERCIAL BANK,STATE,"SOUTHAMPTON, PA",12/10/2010,DIF,ACQUISITION,104505,112643
CM-3381,the bank of miami,COMMERCIAL BANK,FEDERAL,"CORAL GABLES, FL",12/17/2010,DIF,ACQUISITION,374218,448150
CM-3382,"appalacian community bank, F.S.B.",SAVINGS ASSOCIATION,FEDERAL/STATE,"MCCAYSVILLE, GA",12/17/2010,DIF,ACQUISITION,76360,
CM-3383,community national bank,COMMERCIAL BANK,FEDERAL,"LINO LAKES, MN",12/17/2010,DIF,ACQUISITION,28916,31569
CM-3384,united americas bank,COMMERCIAL BANK,FEDERAL,"ATLANTA, GA",12/17/2010,DIF,ACQUISITION,244172,242339
CM-3385,first southern bank,COMMERCIAL BANK,STATE,"BATESVILLE, AR",12/17/2010,DIF,ACQUISITION,172514,191764
CM-3386,chestatee state bank,COMMERCIAL BANK,STATE,"DAWSONVILLE, GA",12/17/2010,DIF,ACQUISITION,244476,244376
CM-3387,legacy bank,COMMERCIAL BANK,STATE,"SCOTTSDALE, AZ",1/7/2011,DIF,ACQUISITION,119685,136446
CM-3388,first commercial bank of florida,COMMERCIAL BANK,STATE,"ORLANDO, FL",1/7/2011,DIF,ACQUISITION,537223,578638
CM-3389,oglethorpe bank,COMMERCIAL BANK,STATE,"BRUNSWICK, GA",1/14/2011,DIF,ACQUISITION,201369,211149
CM-3390,the bank of asheville,COMMERCIAL BANK,STATE,"ASHEVILLE, NC",1/21/2011,DIF,ACQUISITION,199394,204925
CM-3391,communitysouth bank and trust,COMMERCIAL BANK,STATE,"EASLEY, SC",1/21/2011,DIF,ACQUISITION,314250,340986
CM-3392,united western bank,SAVINGS ASSOCIATION,FEDERAL/STATE,"DENVER, CO",1/21/2011,DIF,ACQUISITION,1535194,2153690
CM-3393,enterprise banking company,COMMERCIAL BANK,STATE,"MCDONOUGH, GA",1/21/2011,DIF,PAYOUT,94591,99461
CM-3394,firstier bank,COMMERCIAL BANK,STATE,"LOUISVILLE, CO",1/28/2011,DIF,PAYOUT,718797,764090
CM-3395,the first state bank,COMMERCIAL BANK,STATE,"CAMARGO, OK",1/28/2011,DIF,ACQUISITION,41204,44546
CM-3396,first community bank,COMMERCIAL BANK,STATE,"TAOS, NM",1/28/2011,DIF,ACQUISITION,1847851,2188154
CM-3397,evergreen state bank,COMMERCIAL BANK,STATE,"STOUGHTON, WI",1/28/2011,DIF,ACQUISITION,193694,240949
CM-3398,community first bank - chicago,COMMERCIAL BANK,STATE,"CHICAGO, IL",2/4/2011,DIF,ACQUISITION,49504,51083
CM-3399,american trust bank,COMMERCIAL BANK,STATE,"ROSWELL, GA",2/4/2011,DIF,ACQUISITION,222161,238205
CM-3400,north georgia bank,COMMERCIAL BANK,STATE,"WATKINSVILLE, GA",2/4/2011,DIF,ACQUISITION,139672,153172
CM-3401,badger state bank,COMMERCIAL BANK,STATE,"CASSVILLE, WI",2/11/2011,DIF,ACQUISITION,78549,83828
CM-3402,canyon national bank,COMMERCIAL BANK,FEDERAL,"PALM SPRINGS, CA",2/11/2011,DIF,ACQUISITION,205285,210859
CM-3403,peoples state bank,COMMERCIAL BANK,STATE,"HAMTRAMCK, MI",2/11/2011,DIF,ACQUISITION,389868,390524
CM-3404,sunshine state community bank,COMMERCIAL BANK,STATE,"PORT ORANGE, FL",2/11/2011,DIF,ACQUISITION,116715,125531
CM-3405,charter oak bank,COMMERCIAL BANK,STATE,"NAPA, CA",2/18/2011,DIF,ACQUISITION,105309,120833
CM-3406,citizens bank of effingham,COMMERCIAL BANK,STATE,"SPRINGFIELD, GA",2/18/2011,DIF,ACQUISITION,206490,214275
CM-3407,"san luis trust bank, FSB",SAVINGS ASSOCIATION,FEDERAL/STATE,"SAN LUIS OBISPO, CA",2/18/2011,DIF,ACQUISITION,272216,
CM-3408,habersham bank,COMMERCIAL BANK,STATE,"CLARKESVILLE, GA",2/18/2011,DIF,ACQUISITION,339934,387681
CM-3409,valley community bank,COMMERCIAL BANK,STATE,"ST. CHARLES, IL",2/25/2011,DIF,ACQUISITION,124179,123774
CM-3410,legacy bank,COMMERCIAL BANK,STATE,"MILWAUKEE, WI",3/11/2011,DIF,ACQUISITION,183309,190418
CM-3411,the first national bank of davis,COMMERCIAL BANK,FEDERAL,"DAVIS, OK",3/11/2011,DIF,ACQUISITION,68331,90183
CM-3412,the bank of commerce,COMMERCIAL BANK,STATE,"WOOD DALE, IL",3/25/2011,DIF,ACQUISITION,161379,163074
CM-3413,western springs national bank and trust,COMMERCIAL BANK,FEDERAL,"WESTERN SPRINGS, IL",4/8/2011,DIF,ACQUISITION,182441,186677
CM-3414,nevada commerce bank,COMMERCIAL BANK,STATE,"LAS VEGAS, NV",4/8/2011,DIF,ACQUISITION,128573,135064
CM-3415,nexity bank,COMMERCIAL BANK,STATE,"BIRMINGHAM, AL",4/15/2011,DIF,ACQUISITION,611681,757574
CM-3416,superior bank,SAVINGS ASSOCIATION,FEDERAL/STATE,"BIRMINGHAM, AL",4/15/2011,DIF,ACQUISITION,2736201,2977290
CM-3417,bartow county bank,COMMERCIAL BANK,STATE,"CARTERSVILLE, GA",4/15/2011,DIF,ACQUISITION,290005,314019
CM-3418,new horizons bank,COMMERCIAL BANK,STATE,"EAST ELLIJAY, GA",4/15/2011,DIF,ACQUISITION,99022,103055
CM-3419,heritage banking group,COMMERCIAL BANK,STATE,"CARTHAGE, MS",4/15/2011,DIF,ACQUISITION,205035,228328
CM-3420,rosemount national bank,COMMERCIAL BANK,FEDERAL,"ROSEMOUNT, MN",4/15/2011,DIF,ACQUISITION,20980,21454
CM-3421,the park avenue bank,COMMERCIAL BANK,STATE,"VALDOSTA, GA",4/29/2011,DIF,ACQUISITION,724483,849409
CM-3422,community central bank,COMMERCIAL BANK,STATE,"MOUNT CLEMENS, MI",4/29/2011,DIF,ACQUISITION,371494,451683
CM-3423,first national bank of central florida,COMMERCIAL BANK,FEDERAL,"WINTER PARK, FL",4/29/2011,DIF,ACQUISITION,308784,342079
CM-3424,first choice community bank,COMMERCIAL BANK,STATE,"DALLAS, GA",4/29/2011,DIF,ACQUISITION,294769,291196
CM-3425,cortez community  bank,COMMERCIAL BANK,STATE,"BROOKSVILLE, FL",4/29/2011,DIF,ACQUISITION,65439,66282
CM-3426,coastal bank,SAVINGS ASSOCIATION,FEDERAL/STATE,"COCOA BEACH, FL",5/6/2011,DIF,ACQUISITION,123950,129429
CM-3427,summit bank,COMMERCIAL BANK,STATE,"BURLINGTON, WA",5/20/2011,DIF,ACQUISITION,131631,142729
CM-3428,atlantic southern bank,COMMERCIAL BANK,STATE,"MACON, GA",5/20/2011,DIF,ACQUISITION,707643,741855
CM-3429,first georgia banking company,COMMERCIAL BANK,STATE,"FRANKLIN, GA",5/20/2011,DIF,ACQUISITION,702231,730981
CM-3430,first heritage bank,COMMERCIAL BANK,STATE,"SNOHOMISH, WA",5/27/2011,DIF,ACQUISITION,163303,173478
CM-3431,atlantic bank and trust,SAVINGS ASSOCIATION,FEDERAL/STATE,"CHARLESTON, SC",6/3/2011,DIF,ACQUISITION,191614,208204
CM-3432,first commercial bank of tampa bay,COMMERCIAL BANK,STATE,"TAMPA, FL",6/17/2011,DIF,ACQUISITION,92641,98624
CM-3433,mcintosh state bank,COMMERCIAL BANK,STATE,"JACKSON, GA",6/17/2011,DIF,ACQUISITION,324403,339929
CM-3434,mountain heritage bank,COMMERCIAL BANK,STATE,"CLAYTON, GA",6/24/2011,DIF,ACQUISITION,89554,103716
CM-3435,signature  bank,COMMERCIAL BANK,STATE,"WINDSOR, CO",7/8/2011,DIF,ACQUISITION,60349,62518
CM-3436,colorado capital bank,COMMERCIAL BANK,STATE,"CASTLE ROCK, CO",7/8/2011,DIF,ACQUISITION,635202,665806
CM-3437,first chicago bank & trust,COMMERCIAL BANK,STATE,"CHICAGO, IL",7/8/2011,DIF,ACQUISITION,830530,896864
CM-3438,summit bank,COMMERCIAL BANK,STATE,"PRESCOTT, AZ",7/15/2011,DIF,ACQUISITION,67471,73066
CM-3439,one georgia bank,COMMERCIAL BANK,STATE,"ATLANTA, GA",7/15/2011,DIF,ACQUISITION,158123,177715
CM-3440,high trust bank,COMMERCIAL BANK,STATE,"STOCKBRIDGE, GA",7/15/2011,DIF,ACQUISITION,177221,180340
CM-3441,first peoples bank,COMMERCIAL BANK,STATE,"PORT SAINT LUCIE, FL",7/15/2011,DIF,ACQUISITION,207621,225035
CM-3442,landmark bank of florida,COMMERCIAL BANK,STATE,"SARASOTA, FL",7/22/2011,DIF,ACQUISITION,244362,266482
CM-3443,bank of choice,COMMERCIAL BANK,STATE,"GREELEY, CO",7/22/2011,DIF,ACQUISITION,818670,954106
CM-3444,southshore community bank,COMMERCIAL BANK,STATE,"APOLLO BEACH, FL",7/22/2011,DIF,ACQUISITION,41434,41252
CM-3445,integra bank national association,COMMERCIAL BANK,FEDERAL,"EVANSVILLE, IN",7/29/2011,DIF,ACQUISITION,1693592,1994430
CM-3446,"bankmeridian, N.A.",COMMERCIAL BANK,FEDERAL,"COLUMBIA, SC",7/29/2011,DIF,ACQUISITION,209737,
CM-3447,virginia business bank,COMMERCIAL BANK,STATE,"RICHMOND, VA",7/29/2011,DIF,ACQUISITION,72955,83493
CM-3448,bank of shorewood,COMMERCIAL BANK,STATE,"SHOREWOOD, IL",8/5/2011,DIF,ACQUISITION,104021,110723
CM-3449,bank of whitman,COMMERCIAL BANK,STATE,"COLFAX, WA",8/5/2011,DIF,ACQUISITION,515732,548570
CM-3450,the first national bank of olathe,COMMERCIAL BANK,FEDERAL,"OLATHE, KS",8/12/2011,DIF,ACQUISITION,524290,538091
CM-3451,public savings bank,SAVINGS BANK,STATE,"HUNTINGDON VALLEY, PA",8/18/2011,DIF,ACQUISITION,45770,46818
CM-3452,first southern national bank,COMMERCIAL BANK,FEDERAL,"STATESBORO, GA",8/19/2011,DIF,ACQUISITION,159673,164599
CM-3453,lydian private bank,SAVINGS ASSOCIATION,FEDERAL/STATE,"PALM BEACH, FL",8/19/2011,DIF,ACQUISITION,1253835,1700117
CM-3454,first choice bank,COMMERCIAL BANK,STATE,"GENEVA, IL",8/19/2011,DIF,ACQUISITION,137215,141016
CM-3455,patriot bank of georgia,COMMERCIAL BANK,STATE,"CUMMING, GA",9/2/2011,DIF,ACQUISITION,140612,150751
CM-3456,creekside bank,COMMERCIAL BANK,STATE,"WOODSTOCK, GA",9/2/2011,DIF,ACQUISITION,96583,102338
CM-3457,the first national bank of florida,COMMERCIAL BANK,FEDERAL,"MILTON, FL",9/9/2011,DIF,ACQUISITION,280095,296841
CM-3458,bank of the commonwealth,COMMERCIAL BANK,STATE,"NORFOLK, VA",9/23/2011,DIF,ACQUISITION,901845,985096
CM-3459,citizens bank of northern california,COMMERCIAL BANK,STATE,"NEVADA CITY, CA",9/23/2011,DIF,ACQUISITION,253079,288765
CM-3460,first international bank,COMMERCIAL BANK,STATE,"PLANO, TX",9/30/2011,DIF,ACQUISITION,208775,239916
CM-3461,the riverbank,COMMERCIAL BANK,STATE,"WYOMING, MN",10/7/2011,DIF,ACQUISITION,384120,419723
CM-3462,sun security bank,COMMERCIAL BANK,STATE,"ELLINGTON, MO",10/7/2011,DIF,ACQUISITION,280649,351492
CM-3463,"blue ridge savings bank, INC.",SAVINGS BANK,STATE,"ASHEVILLE, NC",10/14/2011,DIF,ACQUISITION,159628,
CM-3464,piedmont community bank,COMMERCIAL BANK,STATE,"GRAY, GA",10/14/2011,DIF,ACQUISITION,178773,198993
CM-3465,first state bank,COMMERCIAL BANK,STATE,"CRANFORD, NJ",10/14/2011,DIF,ACQUISITION,188099,191852
CM-3466,country bank,COMMERCIAL BANK,STATE,"ALEDO, IL",10/14/2011,DIF,ACQUISITION,180835,195034
